id,color,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95
793,Green,0.9302961826324463,0.0,0.00048226863145828247,0.0014468058943748474,0.0009645372629165649,0.08295020461082458,0.002893611788749695,0.0009645372629165649,0.04292190819978714,0.002893611788749695,0.0019290745258331299,0.0356878787279129,0.12635438144207,0.16734722256660461,0.1350352168083191,0.0660708025097847,0.19097837805747986,0.002893611788749695,0.004340417683124542,0.0024113431572914124,0.0,0.010609909892082214,0.0,0.0,0.0033758804202079773,0.0,0.14516285061836243,0.0,0.0,0.01591486483812332,0.0014468058943748474,0.0,0.9953239560127258,0.040457651019096375,0.008552023209631443,0.005591707769781351,0.006907403469085693,0.005591707769781351,0.008880947716534138,0.028287462890148163,0.03157670050859451,0.027629613876342773,0.023682527244091034,0.021051134914159775,0.02664284221827984,0.03683948516845703,0.03355024755001068,0.02335360273718834,0.010196643881499767,0.002631391864269972,0.0029603159055113792,0.0009867718908935785,0.001315695932134986,0.0009867718908935785,0.001315695932134986,0.0,0.0016446199733763933,0.0003289239830337465,0.0003289239830337465,0.0,0.0,0.0,0.0,0.000657847966067493,0.0,0.0,0.0,0.0,0.002269098302349448,0.0032415688037872314,0.012966275215148926,0.008103922009468079,0.02690502256155014,0.047975219786167145,0.02982243336737156,0.021070197224617004,0.020097726956009865,0.015235373750329018,0.012317962013185024,0.01750447228550911,0.015883687883615494,0.012642119079828262,0.018152786418795586,0.026580864563584328,0.02269098162651062,0.005186510272324085,0.000972470676060766,0.00032415689202025533,0.0,0.0016207844018936157,0.001944941352121532,0.001944941352121532,0.0016207844018936157,0.0025932551361620426,0.001944941352121532,0.9961341023445129
511,Green,0.00043259182712063193,0.009517020545899868,0.08997909724712372,0.8604251146316528,0.12501904368400574,0.15659824013710022,0.45335623621940613,0.07613616436719894,0.0,0.0,0.00043259182712063193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029798055067658424,0.9783096313476562,0.08293193578720093,0.02154076285660267,0.012924457900226116,0.033747196197509766,0.05456993356347084,0.1536574363708496,0.08113687485456467,0.014001496136188507,0.0,0.0003590127162169665,0.000718025432433933,0.001077038119547069,0.001077038119547069,0.0003590127162169665,0.0003590127162169665,0.001077038119547069,0.0003590127162169665,0.0,0.0,0.0003590127162169665,0.0,0.0,0.0,0.0003590127162169665,0.0,0.0,0.0,0.0,0.0003590127162169665,0.001436050864867866,0.0,0.0012138840975239873,0.0006069420487619936,0.0,0.0024277681950479746,0.0030347101856023073,0.0018208262044936419,0.0018208262044936419,0.004855536390095949,0.0012138840975239873,0.0006069420487619936,0.0,0.0012138840975239873,0.0018208262044936419,0.0006069420487619936,0.0030347101856023073,0.010924956761300564,0.027919333428144455,0.06069420650601387,0.08800660073757172,0.1183537021279335,0.14384526014328003,0.0940760150551796,0.04248594492673874,0.21667830646038055,0.4509579539299011,0.6779542565345764,0.4800911545753479,0.04248594492673874,0.0042485943995416164,0.0030347101856023073,0.0
56,Green,0.9013411402702332,0.0,0.0,0.0029264320619404316,0.0016722469590604305,0.3457370698451996,0.2408035695552826,0.03553524613380432,0.017558593302965164,0.001254185219295323,0.00041806173976510763,0.0,0.00041806173976510763,0.00418061763048172,0.0,0.0,0.048913221806287766,0.0,0.0029264320619404316,0.002508370438590646,0.00041806173976510763,0.01672247052192688,0.002508370438590646,0.002508370438590646,0.005016740877181292,0.0,0.07566917687654495,0.0,0.0,0.003344493918120861,0.0,0.0,0.9954189658164978,0.043924834579229355,0.024964476004242897,0.008216156624257565,0.005056096240878105,0.004108078312128782,0.0034760660491883755,0.0025280481204390526,0.006004114169627428,0.0053721023723483086,0.008532162755727768,0.008848167955875397,0.021488409489393234,0.058461111038923264,0.0432928241789341,0.017696335911750793,0.008848167955875397,0.0063201203010976315,0.004740090109407902,0.0015800300752744079,0.0034760660491883755,0.0015800300752744079,0.0015800300752744079,0.0006320120301097631,0.0009480180451646447,0.0009480180451646447,0.0009480180451646447,0.0,0.0,0.0009480180451646447,0.0009480180451646447,0.0034760660491883755,0.0,0.0,0.0,0.0,0.00088543351739645,0.0020660115405917168,0.0017708670347929,0.0002951445057988167,0.0011805780231952667,0.0005902890115976334,0.0023611560463905334,0.0017708670347929,0.0020660115405917168,0.0053126011043787,0.00442716758698225,0.0070834681391716,0.010920346714556217,0.017118381336331367,0.032170750200748444,0.044861964881420135,0.04427167773246765,0.020364969968795776,0.002951445057988167,0.0023611560463905334,0.0014757225289940834,0.0,0.0005902890115976334,0.0002951445057988167,0.0,0.0,0.004722312092781067,0.996998131275177
500,Green,0.7631932497024536,0.0011554780649021268,0.0,0.004044173285365105,0.0,0.10745946317911148,0.004621912259608507,0.002888695104047656,0.039286255836486816,0.01617669314146042,0.028309212997555733,0.3495321273803711,0.4003731608390808,0.10168206691741943,0.03581982105970383,0.0,0.23109561204910278,0.0011554780649021268,0.004621912259608507,0.004044173285365105,0.0,0.01039930246770382,0.0,0.0,0.002888695104047656,0.0,0.23513978719711304,0.0005777390324510634,0.0005777390324510634,0.019643127918243408,0.001733217155560851,0.0,0.9862645268440247,0.02102985419332981,0.011049584485590458,0.02102985419332981,0.02031697891652584,0.028515057638287544,0.04776272177696228,0.07057476788759232,0.10443639755249023,0.07663422077894211,0.02316848374903202,0.014970405027270317,0.013188214041292667,0.006772326305508614,0.002138629322871566,0.0028515057638287544,0.002138629322871566,0.002495067659765482,0.0014257528819143772,0.0003564382204785943,0.0003564382204785943,0.0007128764409571886,0.0,0.0003564382204785943,0.0,0.0003564382204785943,0.0,0.0003564382204785943,0.0,0.0,0.0,0.0007128764409571886,0.0,0.0,0.001078668748959899,0.0017977810930460691,0.007191124372184277,0.007910236716270447,0.011505799368023872,0.026247605681419373,0.03236006200313568,0.046382755041122437,0.043865859508514404,0.05788855254650116,0.08737216144800186,0.06615834683179855,0.03164094686508179,0.01797781139612198,0.0068315682001411915,0.0068315682001411915,0.002876449842005968,0.001438224921002984,0.003236006014049053,0.0,0.000359556230250746,0.0017977810930460691,0.000719112460501492,0.001078668748959899,0.000719112460501492,0.000719112460501492,0.0017977810930460691,0.005393343511968851,0.0111462427303195,0.9884200692176819
1187,Green,0.8726764917373657,0.027330728247761726,0.06165303662419319,0.027330728247761726,0.036229103803634644,0.1786031275987625,0.04703427478671074,0.02478833496570587,0.10169573128223419,0.06864462047815323,0.07309380918741226,0.1042381227016449,0.061017438769340515,0.0533902570605278,0.042585086077451706,0.034322310239076614,0.2885616421699524,0.08580577373504639,0.11440769582986832,0.026059530675411224,0.007627179846167564,0.013983163051307201,0.005720384884625673,0.001906794961541891,0.005720384884625673,0.0006355983205139637,0.2269085943698883,0.0,0.001906794961541891,0.007627179846167564,0.001906794961541891,0.0,0.9955343008041382,0.04200414940714836,0.016514452174305916,0.01256534457206726,0.010052274912595749,0.02154058963060379,0.019745541736483574,0.02046355977654457,0.020822569727897644,0.019745541736483574,0.011129304766654968,0.012206334620714188,0.010052274912595749,0.014001383446156979,0.019027521833777428,0.01830950193107128,0.017591482028365135,0.016514452174305916,0.019745541736483574,0.018668511882424355,0.01795049197971821,0.021181579679250717,0.0193865317851305,0.011488314718008041,0.007898216135799885,0.012924354523420334,0.007898216135799885,0.007898216135799885,0.0050261374562978745,0.0028720786795020103,0.003949108067899942,0.01579643227159977,0.0,0.0013547847047448158,0.005080442875623703,0.005080442875623703,0.006096531171351671,0.012531758286058903,0.01591872051358223,0.01727350428700447,0.014563935808837414,0.019983073696494102,0.026079606264829636,0.029127871617674828,0.027434390038251877,0.019305681809782982,0.020321771502494812,0.014563935808837414,0.013209151104092598,0.012193062342703342,0.008806100115180016,0.006096531171351671,0.007451315876096487,0.012193062342703342,0.012531758286058903,0.008467404171824455,0.012193062342703342,0.012870455160737038,0.01625741645693779,0.00914479698985815,0.00948349293321371,0.007451315876096487,0.007451315876096487,0.9967828392982483
699,Green,0.8798945546150208,0.0022275811061263084,0.013922382146120071,0.0022275811061263084,0.007239638827741146,0.12864281237125397,0.028958555310964584,0.015036172233521938,0.09021703153848648,0.07796534150838852,0.08910324424505234,0.18377543985843658,0.27065110206604004,0.05290505290031433,0.022275811061263084,0.0011137905530631542,0.19992540776729584,0.0016706858295947313,0.0011137905530631542,0.0016706858295947313,0.0,0.010024115443229675,0.0,0.0,0.0,0.0,0.18767370283603668,0.0,0.0,0.011694801039993763,0.0011137905530631542,0.0,0.9957826733589172,0.036398496478796005,0.010685796849429607,0.0066786231473088264,0.00834827870130539,0.01168759074062109,0.009016141295433044,0.0066786231473088264,0.013357246294617653,0.017030488699674606,0.02203945629298687,0.03339311480522156,0.031055597588419914,0.031055597588419914,0.028050215914845467,0.02905200980603695,0.020369799807667732,0.01803228259086609,0.011019728146493435,0.0043411049991846085,0.0033393115736544132,0.0033393115736544132,0.002337518148124218,0.0016696557868272066,0.0030053802765905857,0.0006678623030893505,0.001335724606178701,0.0,0.00033393115154467523,0.0006678623030893505,0.0,0.007012553978711367,0.0,0.00032581546111032367,0.0016290773637592793,0.009774464182555676,0.008797017857432365,0.00781957060098648,0.010751910507678986,0.01759403571486473,0.020526373758912086,0.020200558006763458,0.02150382101535797,0.048872318118810654,0.06190493702888489,0.030626652762293816,0.021178005263209343,0.008145386353135109,0.010751910507678986,0.006842124741524458,0.005864678416401148,0.00195489265024662,0.0026065236888825893,0.00195489265024662,0.00195489265024662,0.002932339208200574,0.0013032618444412947,0.0026065236888825893,0.004887232091277838,0.0013032618444412947,0.00097744632512331,0.0026065236888825893,0.0013032618444412947,0.9950404167175293
682,Green,0.5952598452568054,0.15288779139518738,0.09837451577186584,0.13033057749271393,0.3458772897720337,0.6259626746177673,0.0751907154917717,0.02067744731903076,0.048873964697122574,0.007519071456044912,0.0,0.001879767864011228,0.00814566109329462,0.010025428608059883,0.004386125132441521,0.0,0.18985655903816223,0.0025063571520149708,0.004386125132441521,0.0031329463236033916,0.0006265892880037427,0.010025428608059883,0.0006265892880037427,0.0025063571520149708,0.0050127143040299416,0.0,0.19737562537193298,0.0006265892880037427,0.0025063571520149708,0.015038142912089825,0.0068924822844564915,0.0,0.9851801991462708,0.05407806485891342,0.022677898406982422,0.03532518818974495,0.03794186934828758,0.021805670112371445,0.02747514471411705,0.033580731600522995,0.021369557827711105,0.017880650237202644,0.0157000832259655,0.014391742646694183,0.014391742646694183,0.01395562943071127,0.024422351270914078,0.02006121724843979,0.024422351270914078,0.024858465418219566,0.030527940019965172,0.031400166451931,0.05189749598503113,0.06541701406240463,0.053205836564302444,0.03096405230462551,0.024422351270914078,0.009158382192254066,0.008722268044948578,0.0021805670112371445,0.0021805670112371445,0.002616680460050702,0.003925020806491375,0.060183651745319366,0.0,0.0,0.0,0.0,0.0023993314243853092,0.04598718509078026,0.034390415996313095,0.023593423888087273,0.0127964336425066,0.009597325697541237,0.0127964336425066,0.017195207998156548,0.019194651395082474,0.011996656656265259,0.00679810531437397,0.0039988853968679905,0.00719799380749464,0.0027992199175059795,0.0039988853968679905,0.0047986628487706184,0.00679810531437397,0.010397102683782578,0.023193536326289177,0.03678974509239197,0.06678138673305511,0.1455594301223755,0.08917514979839325,0.03678974509239197,0.01319632213562727,0.005198551341891289,0.005998328328132629,0.978527307510376
1159,Green,0.9574698805809021,0.062240224331617355,0.09874200820922852,0.12401247769594193,0.08563880622386932,0.17455340921878815,0.047265131026506424,0.01216726191341877,0.018718864768743515,0.010295375250279903,0.0023398580960929394,0.0004679716075770557,0.0009359432151541114,0.010295375250279903,0.0004679716075770557,0.0,0.04960498958826065,0.0014039147645235062,0.003275801194831729,0.004679716192185879,0.0018718864303082228,0.014975091442465782,0.004679716192185879,0.014507119543850422,0.0224626362323761,0.007955517619848251,0.07159965485334396,0.01123131811618805,0.0037437728606164455,0.05943239480257034,0.03369395434856415,0.006083630956709385,0.9899588823318481,0.05622414872050285,0.07071135193109512,0.07692015171051025,0.047945745289325714,0.038977477699518204,0.02828454039990902,0.02276560477912426,0.016901737079024315,0.01276253629475832,0.00965813547372818,0.01138280238956213,0.00620880164206028,0.0034493342973291874,0.00310440082103014,0.002414533868432045,0.00310440082103014,0.0027594673447310925,0.0020696003921329975,0.0006898668361827731,0.0017246671486645937,0.0006898668361827731,0.0010348001960664988,0.0013797336723655462,0.0010348001960664988,0.0,0.0,0.0,0.0,0.0,0.00034493341809138656,0.00034493341809138656,0.0007083730888552964,0.0038960520178079605,0.02160537987947464,0.03152260184288025,0.048169370740652084,0.05879496783018112,0.04073145240545273,0.03293934836983681,0.025147244334220886,0.022667938843369484,0.01841770112514496,0.014875834807753563,0.01239652931690216,0.010271409526467323,0.00920885056257248,0.0127507159486413,0.011333969421684742,0.012042342685163021,0.00920885056257248,0.007792104035615921,0.010271409526467323,0.00814629066735506,0.00637535797432065,0.0074379174038767815,0.003541865386068821,0.0028334923554211855,0.00212511932477355,0.0014167461777105927,0.0014167461777105927,0.003541865386068821,0.005666984710842371,0.9934932589530945
1398,Green,0.7817355394363403,0.003051270730793476,0.02990245260298252,0.006712795235216618,0.010374319739639759,0.16904039680957794,0.02624092809855938,0.011594828218221664,0.10435345768928528,0.0713997334241867,0.04882033169269562,0.05858439579606056,0.09275862574577332,0.09458938986063004,0.10679446905851364,0.06041515991091728,0.4473162591457367,0.003661524737253785,0.008543557487428188,0.004882032983005047,0.0012205082457512617,0.004271778743714094,0.0,0.0,0.009153812192380428,0.0006102541228756309,0.321603924036026,0.0012205082457512617,0.0,0.016476862132549286,0.004271778743714094,0.0,0.9963694214820862,0.04689177870750427,0.02166723646223545,0.01908010244369507,0.014229229651391506,0.015199404209852219,0.02199062705039978,0.023930976167321205,0.021343844011425972,0.02910524234175682,0.023284193128347397,0.016492970287799835,0.011965488083660603,0.013259055092930794,0.008084789849817753,0.007761397864669561,0.005497656762599945,0.006791223306208849,0.006144439801573753,0.005174265243113041,0.0029105241410434246,0.0029105241410434246,0.0022637411020696163,0.0009701747330836952,0.00032339157769456506,0.0,0.00032339157769456506,0.00032339157769456506,0.0,0.00032339157769456506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002947651082649827,0.0005895302165299654,0.0002947651082649827,0.0005895302165299654,0.0,0.0005895302165299654,0.0005895302165299654,0.0008842953247949481,0.0014738255413249135,0.0038319462910294533,0.006779597606509924,0.0076638925820589066,0.010316778905689716,0.01503302063792944,0.020338792353868484,0.018275436013936996,0.015327785164117813,0.025055034086108208,0.025349799543619156,0.03655087202787399,0.019749261438846588,0.997779905796051
614,Green,0.6014649271965027,0.0047782715409994125,0.011348394677042961,0.011945678852498531,0.004180987365543842,0.15051555633544922,0.011348394677042961,0.008959258906543255,0.06570123136043549,0.011945678852498531,0.011348394677042961,0.02687777765095234,0.13677802681922913,0.6378992795944214,0.0883980244398117,0.0023891357704997063,0.3046148121356964,0.0017918518278747797,0.006570123136043549,0.0047782715409994125,0.0005972839426249266,0.013140246272087097,0.0005972839426249266,0.0,0.0017918518278747797,0.0,0.28669628500938416,0.0017918518278747797,0.0,0.03225333243608475,0.005972839426249266,0.0,0.9937119483947754,0.04555699601769447,0.027049466967582703,0.016727959737181664,0.010677420534193516,0.005694624502211809,0.00711828051134944,0.008897851221263409,0.008186022751033306,0.01174516323953867,0.008541936986148357,0.008897851221263409,0.009253764525055885,0.015304303728044033,0.02099892869591713,0.02384624071419239,0.02669355273246765,0.02918495051562786,0.0387946292757988,0.04270968213677406,0.040574200451374054,0.025269895792007446,0.016372045502066612,0.003915054257959127,0.00177957012783736,0.0028473122511059046,0.0014236561255529523,0.0010677421232685447,0.0007118280627764761,0.0014236561255529523,0.0,0.0028473122511059046,0.0,0.0,0.0,0.0009969845414161682,0.0009969845414161682,0.0009969845414161682,0.0013293127994984388,0.0013293127994984388,0.0019939690828323364,0.002326297340914607,0.004320266656577587,0.008972861804068089,0.008972861804068089,0.013625456020236015,0.012628471478819847,0.020604347810149193,0.022930646315217018,0.0375530868768692,0.046525947749614716,0.04984923079609871,0.052175525575876236,0.024592285975813866,0.015287097543478012,0.007311220280826092,0.005981907714158297,0.004320266656577587,0.004652594681829214,0.0029909538570791483,0.0029909538570791483,0.005649579223245382,0.004984923172742128,0.9943259954452515
